channel_title	likes
Bruno Mars	21174
The Weather Channel	843
Disney•Pixar	332269
The View	663
Bon Appétit	3601
Tom Scott	17272
ExplosmEntertainment	32479
TED-Ed	5310
Vox	14025
The Grand Tour	16364
slaymeclarkson c:	1175
mvt.ias	2840
Washington Post	114
HBO	22942
Veritasium	20617
Dwarf Mamba	328517
Josh Groban	2408
Cut	5912
Safiya Nygaard	107403
Billboard	88437
How to DAD	3587
JerryRigEverything	20658
The Scran Line	2190
Just Wow me	12282
hudsonunionsociety	0
Kitchen Nightmares	24283
TV Promos	748
WildTurkeyBourbon	413
Simon and Martina	10504
AlishaMarie	78088
ABC News	513
Fleur DeForce	3598
U2VEVO	4167
USA TODAY	162
Access Hollywood	336
John Campea	3058
Passenger	10237
Klossy	6801
NOLA.com	256
Mashed	1755
AIA awards	1190
Business Insider	299
The Tonight Show Starring Jimmy Fallon	4474
clothesencounters	6111
ESPN	192
Rosanna Pansino	19737
Thomas Sanders	16218
Shade 45	2596
BBC News	662
Vanity Fair	267
BuzzFeed Nifty	962
Simply Nailogical	90347
CrashRacing	14873
Nile Wilson	10630
Taylor Nicole Dean	36032
Fueled By Ramen	144916
emmymadeinjapan	3449
Tasty	15484
Warner Bros. Pictures	137904
JoergSprave	5923
ChrisStapletonVEVO	8718
The Late Show with Stephen Colbert	20105
Rclbeauty101	48750
Marques Brownlee	93993
AnthonyPadilla	27641
Matthias Wandel	6132
The Verge	36153
vlogbrothers	9225
Green Day	106397
Leroy Sanchez	82215
SMTOWN	530259
RemyMaVEVO	90727
Rob Andretti	0
Watch What Happens Live with Andy Cohen	619
Late Night with Seth Meyers	16239
RM Videos	326
Sam Chui	15930
RealLifeLore	13456
Paramount Pictures	14934
TheEllenShow	11765
The Late Late Show with James Corden	216489
Funny Or Die	1185
Kitten Lady	6306
AsapSCIENCE	44392
Ultra Music	63603
Good Morning Britain	443
Half as Interesting	25927
SUPERFRUIT	15688
Tech Insider	8909
Maddie Ziegler	25056
First We Feast	42380
The Real Daytime	5741
Kurzgesagt – In a Nutshell	120993
LukeBryanVEVO	4236
Vogue	476724
ToveLoVEVO	10698
SiaVEVO	37171
MassLive	777
20th Century Fox	311331
MiguelVEVO	15504
Simon's Cat	21635
ibighit	1021297
Lindsey Stirling	64705
Jimmy Kimmel Live	716
Dua Lipa	41693
Tom Stanton	3023
Grace Helbig	13280
MariahCareyVEVO	28180
Netflix	1835
Mayim Bialik	4691
Björk	15832
HarryStylesVEVO	172081
Lauren Elizabeth	3467
HellthyJunkFood	11014
Polyphonic	7125
You Suck At Cooking	36219
Austin Evans	14974
Matoma	1343
JessieJVEVO	28626
E! Entertainment	3394
iHasCupquake	45119
Lauv	40078
Tamika Hall	13
todrickhall	5892
Maggie Lindemann	11201
MisterWivesVEVO	1605
ParsonJamesVEVO	1418
alt-J	14112
Jonathan Morrison	24553
Sailor J	6988
Major Lazer	37367
FallOutBoyVEVO	172746
Chris Stuckmann	34989
Demi Lovato	36683
ChloexHalleVEVO	752
WIRED	19849
Kevin Rabatin	3
Tanner Braungardt	65722
Cards Against Humanity	25592
Matthias	20515
Butch Hartman	4571
Attaullah Malik	11729
TechSmartt	44277
Freeform	219
The Slow Mo Guys	105253
Brent Pella	39141
CinemaSins	52336
Ranz Kyle	24398
Video Library	7
INSIDER	4513
Wong Fu Productions	5186
JunsKitchen	169725
FlyFastandLow	10
CupcakeJemma	4116
Anwar Jibawi	105248
SciShow	5761
Taylor Swift	43999
Single Shot	3
Matt Steffanina	22490
It's Okay To Be Smart	4816
BTS Videos	477
FRANKIEmusicVEVO	253
Mental Floss	1373
daronjay	9
Screen Junkies	36000
ColliderVideos	2136
The Graham Norton Show	9174
Tegan and Sara	477
1theK (원더케이)	181682
Jessii Vee	6490
ProZD	31028
SHOWTIME Sports	125
Quad9 DNS	47
WIRED	262497
PinkVEVO	150565
Binging with Babish	27913
CBS This Morning	846
Bon Appétit	7939
The Weather Channel	6745
vlogbrothers	8946
TED-Ed	9556
Peter McKinnon	20545
Marques Brownlee	36674
TheEllenShow	16443
First We Feast	7490
The Voice	3962
Radovan Lazic	17552
Rudy Mancuso	144873
Duston Ward	9973
Wendover Productions	18468
Disney Movie Trailers	20223
Cracked	14312
iJustine	4895
James Charles	17520
Vogue	12507
CollegeHumor	25431
ShawnMendesVEVO	87485
NASA Jet Propulsion Laboratory	5867
Entertainment Tonight	8664
Dancing With The Stars	5231
Bruno Mars	24809
Tyler Oakley	5758
Smosh	31510
slaymeclarkson c:	2511
Tom Scott	20814
Late Night with Seth Meyers	470
mvt.ias	3067
The View	685
Good Mythical Morning	8361
Sailor J	6367
Buttered Side Down	2280
BBC News	557
Grace Helbig	11717
NFL	9592
Doug Jones for Senate	430
WildTurkeyBourbon	768
Josh Groban	3589
YTN NEWS	121
Disney•Pixar	369518
Washington Post	51
Vox	16228
The Grand Tour	19487
ExplosmEntertainment	34678
ConnorFranta	19463
Veritasium	26534
TV Promos	972
Cut	7616
The Late Late Show with James Corden	1721
NBC News	48
Alex Gilbert	2387
U2VEVO	5440
How to DAD	4341
HBO	25343
Colleen Vlogs	7577
Billboard	101586
hudsonunionsociety	0
Dwarf Mamba	338607
NBA	2149
Safiya Nygaard	112345
ABC News	547
JerryRigEverything	23892
CNN	168
Bob Przybylo	10
BuzzFeed Nifty	1221
Just Wow me	15189
The Scran Line	2765
Business Insider	35
Marie McGann	24
Access Hollywood	358
Mayim Bialik	1966
Kitchen Nightmares	25043
Simon and Martina	10950
AlishaMarie	83670
John Campea	3131
Passenger	11478
Klossy	8412
USA TODAY	175
clothesencounters	6657
Fleur DeForce	3892
The Tonight Show Starring Jimmy Fallon	4730
ESPN	199
Mashed	4464
Rosanna Pansino	20574
Thomas Sanders	16665
Nile Wilson	10804
NOLA.com	260
AIA awards	1212
Simply Nailogical	92358
CrashRacing	16297
Taylor Nicole Dean	37198
Fueled By Ramen	149845
Tasty	15857
Shade 45	2605
emmymadeinjapan	3533
ChrisStapletonVEVO	9232
Useless Duck Company	236
The Late Show with Stephen Colbert	21062
Warner Bros. Pictures	143947
Rclbeauty101	49621
AnthonyPadilla	28360
Eric Strebel	140
Matthias Wandel	6231
Leroy Sanchez	89302
Watch What Happens Live with Andy Cohen	632
Sam Chui	17001
The Verge	36582
JoergSprave	6038
The Infographics Show	8650
SMTOWN	555555
RM Videos	338
Green Day	111392
RemyMaVEVO	95558
Funny Or Die	1233
RealLifeLore	13722
Good Morning Britain	500
Ultra Music	69503
Paramount Pictures	15348
Half as Interesting	26861
AsapSCIENCE	45068
Kitten Lady	6529
Tech Insider	9052
SUPERFRUIT	15955
Maddie Ziegler	26036
Rob Andretti	0
ToveLoVEVO	11310
LukeBryanVEVO	4436
SiaVEVO	39200
The Real Daytime	5874
MiguelVEVO	16263
MassLive	779
Kurzgesagt – In a Nutshell	122531
20th Century Fox	320679
ibighit	1035003
Jimmy Kimmel Live	778
Simon's Cat	22136
Wendy Williams	3110
Lindsey Stirling	67288
Tom Stanton	3269
Matoma	1472
Netflix	1939
MariahCareyVEVO	29225
HarryStylesVEVO	174637
Polyphonic	7399
Björk	16470
JessieJVEVO	29873
HellthyJunkFood	11555
Dua Lipa	42577
Lauv	44085
You Suck At Cooking	36636
E! Entertainment	3563
iHasCupquake	46508
Tamika Hall	13
todrickhall	5991
FallOutBoyVEVO	177700
Maggie Lindemann	12681
Lauren Elizabeth	3536
Austin Evans	15051
MisterWivesVEVO	1669
Tanner Braungardt	65991
ParsonJamesVEVO	2016
Matthias	20658
ChloexHalleVEVO	832
Major Lazer	38326
Jeremy Jahns	32181
Jonathan Morrison	24794
Attaullah Malik	11817
alt-J	14532
Cards Against Humanity	25811
Demi Lovato	36904
Kevin Rabatin	3
The Slow Mo Guys	106105
Brent Pella	39699
Taylor Swift	44619
JunsKitchen	193377
Adult Swim	77373
CollegeHumor	29712
WIRED	360340
The King of Random	11839
SiaVEVO	62969
Carla Resendiz	9015
PinkVEVO	271964
UrAvgConsumer	9228
Late Night with Seth Meyers	16481
The Tonight Show Starring Jimmy Fallon	21876
Sufficiently Advanced	2182
William Osman	8015
Binging with Babish	33468
DemiLovatoVEVO	106755
CBS This Morning	1966
CinemaSins	32935
Screen Junkies	43567
LadyGagaVEVO	54920
The Voice	9004
Austin Evans	11348
Brat	70432
Kandee Johnson	3217
Jackie Aina	29424
Nerdwriter1	11259
TheEllenShow	7047
CAguileraVEVO	1603
Looper	7408
TED-Ed	14000
The Late Late Show with James Corden	12055
vlogbrothers	12249
Bon Appétit	9814
Miranda Sings	8839
Eva Lunde Bentley	854
PTXofficial	42232
The Deal Guy	1976
The Weather Channel	9624
Jenny Nicholson	7551
Zoella	40912
Yes Theory	10175
Netflix	1152
YTN NEWS	336
Peter McKinnon	24848
Marques Brownlee	49163
First We Feast	8905
Grace Helbig	8625
DreamCastle_629	209
Doug Jones for Senate	823
ShawnMendesVEVO	122170
Dancing With The Stars	1557
The Tommy Edison Experience	1603
MyLifeAsEva	38843
Warner Bros. Pictures	4398
lara6683	3617
Zendaya	29140
adidas Football	6674
Rudy Mancuso	163039
ScreenJunkies News	1728
Wendover Productions	22990
James Charles	28206
Portugal. The Man	3275
iJustine	6562
Duston Ward	10487
chris lee	0
Kelly Clarkson	2972
Buttered Side Down	4131
slaymeclarkson c:	2930
How To Cake It	19249
NASA Jet Propulsion Laboratory	7869
Disney Movie Trailers	21804
Tyler Oakley	7616
The View	694
Sailor J	8400
Cracked	15124
Entertainment Tonight	9105
Bruno Mars	26363
Smosh	33235
Washington Post	190
Tom Scott	21749
NickJonasVEVO	7227
Green Day	16471
ExplosmEntertainment	35707
Good Mythical Morning	8936
Josh Groban	3962
WildTurkeyBourbon	905
Alex Gilbert	2968
Vogue	15073
NFL	9837
TV Promos	1022
The Grand Tour	20927
ConnorFranta	20997
Cut	8207
Disney•Pixar	395711
Veritasium	28693
Vox	16785
BBC News	241
John Campea	1374
U2VEVO	6069
Business Insider	961
Colleen Vlogs	8203
How to DAD	4429
HBO	26021
NBA	2225
JerryRigEverything	24510
Eater	2063
Billboard	106008
hudsonunionsociety	0
Dwarf Mamba	344502
Safiya Nygaard	114202
CBS Miami	8
NBC News	54
Just Wow me	16577
Voicebot	2
The Sports King	165
CNN	195
The Scran Line	2953
Kitchen Nightmares	25590
BuzzFeed Nifty	1286
ABC News	563
Simon and Martina	11180
AlishaMarie	86499
Bob Przybylo	12
Passenger	12149
Klossy	8953
Mayim Bialik	2055
Marie McGann	27
Access Hollywood	258
USA TODAY	177
Fleur DeForce	4040
FallOutBoyVEVO	34686
John Sellars	5
Refinery29	399
clothesencounters	6946
Nile Wilson	11032
Rosanna Pansino	21205
Thomas Sanders	17097
NOLA.com	261
E! News	57
AIA awards	1217
Simply Nailogical	93920
ESPN	204
CrashRacing	16673
The Current Source	151
Taylor Nicole Dean	38272
Useless Duck Company	248
Tasty	16273
Mashed	7038
Shade 45	2610
emmymadeinjapan	3590
AnthonyPadilla	28893
Eric Strebel	143
Fueled By Ramen	154170
HACKADAY	55
ChrisStapletonVEVO	9790
Rclbeauty101	50672
Matthias Wandel	6295
Leroy Sanchez	95080
Sam Chui	17822
The Infographics Show	9087
JoergSprave	6108
The Verge	36844
RemyMaVEVO	100576
RM Videos	343
SMTOWN	575900
Watch What Happens Live with Andy Cohen	645
RealLifeLore	13957
Ultra Music	75745
Paramount Pictures	15617
Half as Interesting	27738
ToveLoVEVO	11786
Tech Insider	9164
AsapSCIENCE	45596
Funny Or Die	1271
Good Morning Britain	571
Maddie Ziegler	27621
Taylor Alexander	38
LukeBryanVEVO	4598
Kitten Lady	6725
20th Century Fox	328876
MiguelVEVO	16959
The Real Daytime	5960
Kurzgesagt – In a Nutshell	123785
MassLive	781
Adult Swim	116997
Simon's Cat	20974
The King of Random	9567
CollegeHumor	41770
The Tonight Show Starring Jimmy Fallon	2565
SiaVEVO	87125
Apple	21479
WIRED	388862
TheBackyardScientist	16422
Carla Resendiz	17862
UrAvgConsumer	13084
Eva Lunde Bentley	3251
Sufficiently Advanced	3110
PinkVEVO	327501
Late Night with Seth Meyers	17640
CAguileraVEVO	2176
The Deal Guy	3353
DemiLovatoVEVO	117804
Binging with Babish	35124
LadyGagaVEVO	61459
Kandee Johnson	4459
CinemaSins	36243
CBS This Morning	2218
Screen Junkies	47240
Nerdwriter1	14144
Austin Evans	14287
The Voice	11143
Netflix	1677
Looper	8837
Miranda Sings	11120
Warner Bros. Pictures	6093
Jenny Nicholson	8646
Brat	73896
Jackie Aina	32631
The Late Late Show with James Corden	14478
PB Comps	8540
TheEllenShow	8543
PTXofficial	45634
TED-Ed	16323
vlogbrothers	13285
Yes Theory	12015
Zoella	54674
Bon Appétit	10239
E! Entertainment	1401
YTN NEWS	548
The Weather Channel	10397
lara6683	5828
adidas Football	7313
Dancing With The Stars	1747
Duston Ward	10587
Grace Helbig	9627
Peter McKinnon	26033
First We Feast	9308
Marques Brownlee	51315
ScreenJunkies News	1822
ShawnMendesVEVO	132100
Portugal. The Man	3803
Zendaya	40240
MyLifeAsEva	41968
Kelly Clarkson	3342
Rudy Mancuso	172520
James Charles	29789
Buttered Side Down	4731
iJustine	6971
Doug Jones for Senate	884
Wendover Productions	23918
DreamCastle_629	373
How To Cake It	20571
Sailor J	9593
NickJonasVEVO	8272
NASA Jet Propulsion Laboratory	8863
Disney Movie Trailers	22530
slaymeclarkson c:	3036
Cracked	15630
Chris Lee	0
The Tommy Edison Experience	1735
Green Day	17143
Tyler Oakley	8019
Bruno Mars	27235
Entertainment Tonight	9294
Smosh	34721
Tom Scott	22195
Josh Groban	4154
BBC News	256
ExplosmEntertainment	36411
Good Mythical Morning	9190
Vogue	15686
HACKADAY	42
U2VEVO	6504
The View	695
Alex Gilbert	3236
NFL	10006
The Grand Tour	21592
WildTurkeyBourbon	966
JerryRigEverything	24859
Cut	8544
TV Promos	1062
ConnorFranta	21524
Veritasium	30270
Vox	17072
Washington Post	192
John Campea	1391
Disney•Pixar	410051
How to DAD	4499
CNN	197
Colleen Vlogs	8395
Business Insider	1037
Billboard	109074
HBO	26338
Safiya Nygaard	116212
hudsonunionsociety	0
Royal Academy of Arts	47
CBS Miami	11
Voicebot	2
Dwarf Mamba	350739
NBA	2270
Eater	2095
Just Wow me	17550
NBC News	55
Marie McGann	27
The Scran Line	3074
Bob Przybylo	15
Passenger	12662
Simon and Martina	11319
Kitchen Nightmares	25959
ABC News	576
AlishaMarie	88497
BuzzFeed Nifty	1327
The Sports King	213
Mayim Bialik	2108
Klossy	9581
FallOutBoyVEVO	35324
Access Hollywood	369
John Sellars	6
Spectrum Haleskarth	16
USA TODAY	179
Milkmen Design	6
Refinery29	410
Fleur DeForce	4201
clothesencounters	7164
Tech Insider	337
Thomas Sanders	17333
NOLA.com	262
Rosanna Pansino	21692
E! News	60
AIA awards	1229
Simply Nailogical	94952
Mashed	8268
ESPN	207
Tasty	16706
CrashRacing	16937
The Current Source	153
Taylor Nicole Dean	39140
Nile Wilson	11150
Masters Of The Sun	22
emmymadeinjapan	3642
Fueled By Ramen	157088
Eric Strebel	150
ChrisStapletonVEVO	10211
Shade 45	2616
RemyMaVEVO	104641
bigclivedotcom	2079
Useless Duck Company	255
Rclbeauty101	51180
The Verge	37009
Leroy Sanchez	99376
Sam Chui	18613
AnthonyPadilla	29096
The Infographics Show	9526
JoergSprave	6154
AsapSCIENCE	46101
Paramount Pictures	15882
Matthias Wandel	6356
RM Videos	351
SMTOWN	591776
Half as Interesting	28690
Watch What Happens Live with Andy Cohen	653
Ultra Music	80468
MiguelVEVO	17620
LukeBryanVEVO	4702
Kitten Lady	6975
RealLifeLore	14131
The Real Daytime	6037
Good Morning Britain	647
Maddie Ziegler	28387
Kurzgesagt – In a Nutshell	124607
RAP DAILY	6030
ibighit	2055137
OK Go	45197
Verizon	45197
Late Night with Seth Meyers	2565
The Tonight Show Starring Jimmy Fallon	3635
Adult Swim	129026
Simon's Cat	27060
IISuperwomanII	107086
The King of Random	11760
CollegeHumor	46913
SiaVEVO	103078
Apple	24860
ELLEUKTV	457
TheBackyardScientist	18088
Eva Lunde Bentley	5791
WIRED	405859
Carla Resendiz	22438
UrAvgConsumer	15259
The Late Late Show with James Corden	2401
The Deal Guy	4106
Warner Bros. Pictures	4407
Sufficiently Advanced	3435
PinkVEVO	375535
CAguileraVEVO	2614
William Osman	10207
DemiLovatoVEVO	127779
Netflix	2162
LadyGagaVEVO	65820
Kandee Johnson	5563
Binging with Babish	36043
Nerdwriter1	15353
Austin Evans	14929
CinemaSins	38625
Screen Junkies	49608
The Voice	12648
CBS This Morning	2360
Looper	9956
YTN NEWS	762
Miranda Sings	11892
PB Comps	9270
Jenny Nicholson	9422
Brat	75505
Jackie Aina	34086
E! Entertainment	1535
PTXofficial	48290
Refinery29	977
TheEllenShow	8913
Yes Theory	13370
Zoella	58918
TED-Ed	17533
Duston Ward	10652
vlogbrothers	13918
lara6683	6912
Bon Appétit	10553
Doug Jones for Senate	1170
adidas Football	7896
The Weather Channel	10936
Grace Helbig	10063
Dancing With The Stars	1842
Peter McKinnon	26925
Buttered Side Down	4955
First We Feast	9597
Marques Brownlee	52271
ShawnMendesVEVO	141487
Portugal. The Man	4342
Zendaya	53527
MyLifeAsEva	43897
Rudy Mancuso	183458
Kelly Clarkson	3648
iJustine	7268
James Charles	30657
Wendover Productions	24430
slaymeclarkson c:	3158
Green Day	17582
Sailor J	10925
How To Cake It	21492
ScreenJunkies News	1872
NickJonasVEVO	8972
Tyler Oakley	8284
NASA Jet Propulsion Laboratory	9240
The Tommy Edison Experience	1805
Chris Lee	0
Cracked	16094
DreamCastle_629	430
The Scran Line	1269
Bruno Mars	27815
Disney Movie Trailers	23136
Smosh	36053
DisneyMusicVEVO	6992
Tom Scott	22491
Kanimuna Kisaka	49
Entertainment Tonight	9479
BBC News	271
Good Mythical Morning	9360
ExplosmEntertainment	36794
Josh Groban	4364
U2VEVO	6831
Vogue	16047
HACKADAY	45
The View	695
Alex Gilbert	3444
BehindTheSounds	469
BBC Earth	828
The Grand Tour	21883
WildTurkeyBourbon	1112
NFL	10136
Veritasium	31134
ConnorFranta	22058
Cut	8835
TV Promos	1092
Vox	17298
Washington Post	195
Colleen Vlogs	8526
Business Insider	1055
John Campea	1407
It's a small world	1934
CBS Miami	10
CNN	200
Disney•Pixar	421289
JerryRigEverything	25263
Royal Academy of Arts	47
How to DAD	4557
Billboard	113404
hudsonunionsociety	0
Safiya Nygaard	117510
HBO	26852
Voicebot	2
Dwarf Mamba	358831
NBA	1573
Eater	2119
NBC News	56
Just Wow me	18376
Marie McGann	27
Bob Przybylo	17
ABC News	586
Passenger	13131
Kitchen Nightmares	26272
AlishaMarie	90612
FallOutBoyVEVO	35861
Simon and Martina	11481
ELLE	5969
BuzzFeed Nifty	1368
Mayim Bialik	2137
Access Hollywood	371
John Sellars	6
The Sports King	238
Klossy	10154
Spectrum Haleskarth	16
USA TODAY	179
Milkmen Design	6
clothesencounters	7332
Tech Insider	343
Mashed	8917
Fleur DeForce	4310
CrashRacing	17209
Rosanna Pansino	22095
E! News	60
Thomas Sanders	17601
Taylor Nicole Dean	40960
Simply Nailogical	95807
Tasty	17049
Fueled By Ramen	159586
ESPN	210
NOLA.com	262
AIA awards	1236
The Current Source	156
Nile Wilson	11246
Rclbeauty101	51831
ChrisStapletonVEVO	10554
Sam Chui	19731
Masters Of The Sun	26
emmymadeinjapan	3674
Eric Strebel	152
Shade 45	2616
bigclivedotcom	2106
Useless Duck Company	263
Leroy Sanchez	103999
Ultra Music	85515
The Infographics Show	10200
AnthonyPadilla	29282
JoergSprave	6200
Paramount Pictures	16135
Matthias Wandel	6433
RealLifeLore	14359
Good Morning Britain	789
Netflix	13276
Casually Explained	67414
ThreadBanger	61880
RAP DAILY	12277
grav3yardgirl	8093
BuzzFeedVideo	9857
Thomas Sanders	17594
Lane Anderson	4579
ibighit	2320638
AmazingPhil	247954
Simone Giertz	18377
Laura in the Kitchen	2713
OK Go	61246
ELLEUKTV	2988
Butch Hartman	3797
The Tonight Show Starring Jimmy Fallon	5232
Late Night with Seth Meyers	3433
WWE	17722
Hevesh5	1042
Anew Start	2200
Ingrid Nilsen	2142
Simon's Cat	30503
Adult Swim	134882
IISuperwomanII	126167
The King of Random	12470
CollegeHumor	50495
SiaVEVO	118601
Apple	26979
TheBackyardScientist	18996
Eva Lunde Bentley	7620
Warner Bros. Pictures	6213
The Late Late Show with James Corden	2815
WIRED	419216
Carla Resendiz	25275
UrAvgConsumer	16328
Unique Vibes	122
The Deal Guy	4407
Sufficiently Advanced	3634
CAguileraVEVO	2925
PinkVEVO	414637
Austin Evans	15283
William Osman	10629
DemiLovatoVEVO	135356
EverythingApplePro	21191
LadyGagaVEVO	69124
Kandee Johnson	6204
Nerdwriter1	16170
Binging with Babish	36748
Miranda Sings	12327
YTN NEWS	905
PB Comps	9497
E! Entertainment	1622
CBS This Morning	2441
Screen Junkies	51600
Pitch Perfect	28956
CinemaSins	40364
Looper	10438
Jenny Nicholson	9945
lara6683	7613
PTXofficial	50216
Jackie Aina	35399
Brat	76981
TheEllenShow	9126
Yes Theory	14487
Zoella	62866
TED-Ed	18310
vlogbrothers	14344
Refinery29	1242
Bon Appétit	10801
adidas Football	8369
Grace Helbig	10351
Dancing With The Stars	1929
Peter McKinnon	27496
ShawnMendesVEVO	147018
First We Feast	9878
Duston Ward	10700
Marques Brownlee	52996
The Weather Channel	11294
Portugal. The Man	4755
Zendaya	58897
Kelly Clarkson	3920
MyLifeAsEva	45182
Doug Jones for Senate	1366
James Charles	31390
Rudy Mancuso	191695
Green Day	17909
iJustine	7596
Wendover Productions	24789
NickJonasVEVO	9603
Sailor J	11743
How To Cake It	22211
DreamCastle_629	481
ScreenJunkies News	1913
HARRY	0
DisneyMusicVEVO	7843
Tyler Oakley	8490
The Tommy Edison Experience	1859
Buttered Side Down	5151
Chris Lee	0
NASA Jet Propulsion Laboratory	9376
Cracked	16519
Turbo Conquering Mega Eagle	185
The Scran Line	1305
Bruno Mars	28272
Vogue	16388
Disney Movie Trailers	23707
Smosh	37252
Tom Scott	22716
Josh Groban	4513
Entertainment Tonight	9597
slaymeclarkson c:	3262
BBC News	273
U2VEVO	7184
ExplosmEntertainment	37109
Good Mythical Morning	9490
It's a small world	2020
HACKADAY	48
The View	695
BehindTheSounds	469
TV Promos	1103
Alex Gilbert	3613
BBC Earth	855
Kanimuna Kisaka	49
NFL	10232
Disney•Pixar	431134
The Grand Tour	22988
WildTurkeyBourbon	1304
ConnorFranta	22509
Cut	9129
Business Insider	1073
Veritasium	31793
CBS Miami	12
Vox	17478
Washington Post	197
John Campea	1419
CNN	202
Colleen Vlogs	8617
Dwarf Mamba	364594
Royal Academy of Arts	47
Billboard	116011
JerryRigEverything	25492
How to DAD	4594
Safiya Nygaard	118514
hudsonunionsociety	0
flirppy242	78
HBO	27229
Just Wow me	19007
NBA	1588
Voicebot	2
Eater	2138
NBC News	56
Kitchen Nightmares	26865
ELLE	6130
FallOutBoyVEVO	36446
Klossy	10592
Marie McGann	28
Passenger	13517
Bob Przybylo	18
ABC News	590
AlishaMarie	92299
BuzzFeed Nifty	1411
Mayim Bialik	2158
The Sports King	261
